title,author,url,Keyword
BPpy: Behavioral programming in Python,"(Yaacov, 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023002522,architecture bppy bp python bppy implement programming bp bppy bpbased framework bppy novel python platform python designed bppy crafted
ABF: A data-driven approach for algal bloom forecasting using machine intelligence and remotely sensed data series,"(Ananias et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2665963823000556,forecast algal forecasting inland bloom forecasting machine learning forecasting forecast remote sensing algal bloom remotely sensed inland water
Little AI: Playing a constructivist robot,"(Georgeon, 2017)",https://www.sciencedirect.com/science/article/pii/S2352711017300213,pedagogical game ai pedagogical developmental learning learning developmental developmental artificial little ai player robot pedagogical resource concept constructivist developmental
Open-source skull reconstruction with MONAI,"(Li et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023001280,dataset cranial skullfix dataset autoencoder reconstruction existing monai reconstruction cranial pretraining autoencoder autoencoder based autoencoder facial reconstruction monai opensourcing
PYCASO: Python module for calibration of cameras by Soloffs method,"(Caron et al., 2023)",https://www.sciencedirect.com/science/article/pii/S235271102300136X,calibration camera stereoscopic reconstruction module calibration image determination calibration framework stereoscopic method pycaso python module pycaso module distortion camera
AI-Tornado: An AI-based Software for analyzing Tornadoes from disaster event dataset,"(Sufi, 2022)",https://www.sciencedirect.com/science/article/pii/S2665963822000719,tornado feature analyzing tornado tornadoevent dataset tornado tornadoevent tornadoevent identifies tornado tornado tornadorelated matter tornadorelated tornadorelated causality
2P-Kt: A logic-based ecosystem for symbolic AI,"(Ciatto et al., 2021)",https://www.sciencedirect.com/science/article/pii/S2352711021001126,logicbased technology extension prolog prolog language logic programming prolog logicbased tuprolog project impact logicbased date logicbased programming symbolic
AKFruitData: A dual software application for Azure Kinect cameras to acquire and extract informative data in yield tests performed in fruit orchard environments,"(Miranda et al., 2022)",https://www.sciencedirect.com/science/article/pii/S2352711022001492,fruit datasets fruit detection camera agricultural azure kinect precision agriculture fruit yield fruit growing kinect camera method fruit fruit tree
DescribeML: A dataset description tool for machine learning,"(Giner-Miguelez et al., 2023)",https://www.sciencedirect.com/science/article/pii/S0167642323001120,datasets essential datasets guideline describing datasets datasets term description dataset datasets dataset learning datasets dataset hampering natural language
hyperbox-brain: A Python toolbox for hyperbox-based machine learning algorithms,"(Khuat & Gabrys, 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023001218,hyperboxbased machine hyperboxbrain opensource hyperboxbased easily hyperboxbrain package hyperboxbased hyperboxbrain classifier learning algorithm machine learning leading hyperboxbased
Enabling scientific machine learning in MOOSE using Libtorch,"(German & Yushu, 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023001851,moosestm interactive moose interface moosestm enhanced module moosestm learning interface neuralnetworkbased machine moosestm training artificial existing simulation neural network
Pressure vessel nozzle local stress prediction software based on ABAQUS- machine learning,"(Fan & Hu, 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023002467,vessel nozzle pressure vessel vessel design stress prediction stress pressure optimizing pressure manual develop analysis design nozzle connection development abaqus
AtlanticAutomated data preprocessing framework for supervised machine learning,"(Santos & Ferreira, 2023)",https://www.sciencedirect.com/science/article/pii/S2665963823000696,preprocessing supervised atlantic automated data preprocessing automated preprocessing automated feature automation atlantic automate data machine learning feature engineering processing automation
mlr3shinyState-of-the-art machine learning made easy,"(Tetzlaff & Szepannek, 2022)",https://www.sciencedirect.com/science/article/pii/S2352711022001649,ml functionality mlr3shiny provides experience machine mlr3shiny machine learning webapplication user interface learning programming programming apply functionality
Causal ML: Python package for causal inference machine learning,"(Zhao & Liu, 2023)",https://www.sciencedirect.com/science/article/pii/S2352711022002126,modeling causal causal analysis causal inference causal branch causal ml causal causal ml causality causality complex question causal
Diagnostic Expert Advisor: A platform for developing machine learning models on medical time-series data,"(Polzin et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023002133,visualization parallelization parallelization platform ai application creating visualization tool data parallelization healthcare ai parallelizing code parallelizing development ai
EC-KitY: Evolutionary computation tool kit in Python with seamless machine learning integration,"(Sipper et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023000778,algorithm genetic genetic programming library evolutionary eckity comprehensive evolutionary computation genetic algorithm evolutionary multiobjective eckity support multiobjective optimization eckity
MLPro  An integrative middleware framework for standardized machine learning tasks in Python,"(Arend et al., 2022)",https://www.sciencedirect.com/science/article/pii/S2665963822001051,aspect machine framework mlpro ml application version mlpro integrative middleware software package creation ml learning ml software mlpro provide
watex: machine learning research in water exploration,"(Kouadio et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023000638,geophysical drilling detection drilling water exploration instance geophysical location drilling drilling venture drilling operation hydrogeophysical engineering machine learning prediction flow
secml: Secure and explainable machine learning in Python,"(Pintor et al., 2022)",https://www.sciencedirect.com/science/article/pii/S2352711022000656,security learning secml opensource security evaluation increasing adversarial attack machine compute security adversarial understand adversarial adversarial attack secml provides
Machine learning framework to predict nonwoven material properties from fiber graph representations,"(Antweiler et al., 2022)",https://www.sciencedirect.com/science/article/pii/S2665963822001075,predict tensile fiber material predicts tensile fiber structure nonwoven fiber fiber simulation material nonwovens fiber machine learning insulation clothing
LeapASL: A platform for design and implementation of real time algorithms for translation of American Sign Language using personal supervised machine learning models,"(Jenkins & Rashad, 2022)",https://www.sciencedirect.com/science/article/pii/S2665963822000434,sign language learn signer portable translate language asl asl leap translation asl usability python american sign usability language recognition
GutBug: A Tool for Prediction of Human Gut Bacteria Mediated Biotransformation of Biotic and Xenobiotic Molecules Using Machine Learning,"(Malwe, Srivastava, & Sharma, 2023)",https://www.sciencedirect.com/science/article/pii/S0022283623001122,gut microbiome biotransformed gut microbiome metabolite gut bacterial gut bacteria metabolitegut bacterial microbiomemediated metabolism drug dietary determination microbiomemediated various metabolitegut
MarkerML  Marker Feature Identification in Metagenomic Datasets Using Interpretable Machine Learning,"(Nagpal et al., 2022)",https://www.sciencedirect.com/science/article/abs/pii/S0022283622001693,microbiome datasets feature microbiome metagenomic feature discovery metagenomic field microbiome objective metagenomic multivariate microbiome metagenomic study metagenomic microbiome
Explainable machine learning pipeline for Twitter bot detection during the 2020 US Presidential Elections,"(Shevtsov et al., 2022)",https://www.sciencedirect.com/science/article/pii/S2665963822000598,twitter bot bot identification bot detection twitter datasets twitter corpus twitter dataset extracted twitter distinct twitter reusable twitter performance twitter
SMIRK: A machine learning-based pedestrian automatic emergency braking system with a complete safety case,"(Socha, Borg, & Henriksson, 2022)",https://www.sciencedirect.com/science/article/pii/S2665963822000689,emergency braking smirk pedestrian pedestrian automatic driverassistance smirk ai verification driverassistance smirk implemented braking trustworthy ai anomaly detector
Spark NLP: Natural Language Understanding at Scale,"(Kocaman & Talby, 2021)",https://www.sciencedirect.com/science/article/pii/S2665963821000063,spark nlp apache spark nlp library processing nlp environment spark spark ml nlp annotation learning pipeline nlp natural nlp task
EnvText: A Chinese text mining tool for environmental domain with advanced BERT model,"(Bi, Li, Qiu, & Change, 2023)",https://www.sciencedirect.com/science/article/pii/S2665963823000969,nlp software nlp tool processing nlp essential nlp nlp beginner beginner envtext domain nlp envtext simply envtext natural language
GERNERMED: An open German medical NER model,"(Frei & Kramer, 2022)",https://www.sciencedirect.com/science/article/pii/S2665963821000944,nlp achieved processing nlp text clinical nlp key context nlp natural language nlp unstructured text language processing annotated german
Semantic-Summarizer: Semantics-based text summarizer for English language text,"(Mohd et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2665963823001197,text summarization opensource summarizers document summarizer summarizer achieves summarizer intelligently summarization process summarizers summarizer summarizers regarding summarization
EnvBert: An NLP model for Environmental Due Diligence data classification,"(Aman & Reji, 2022)",https://www.sciencedirect.com/science/article/pii/S2665963822001117,nlp package processing nlp natural language envbert installed text classification develop edd nlp constitutes envbert envbert edd comprises
Emotion-Core: An Open Source framework for emotion detection research,"(Alvarez-Gonzalez, Kaltenbrunner, & Gómez, 2021)",https://www.sciencedirect.com/science/article/pii/S2665963821000774,emotioncore opensource emotion text classification emotionui textual emotion emotion classification task emotioncore emotion detection identifying emotion emotioncore component emotion
Joint learn: A python package for task-specific weight sharing for sequence classification,"(Khan & Shahid, 2022)",https://www.sciencedirect.com/science/article/pii/S2665963822000513,transfer learning lowresource corpus trained lowresource text classification deep learning network trained pretrained model classification corpus classification leverage improvement deep
BERT Probe: A python package for probing attention based robustness evaluation of BERT models,"(Khan, Shahid, & Singh, 2022)",https://www.sciencedirect.com/science/article/pii/S2665963822000471,robustness attentionbased robustness attention based attentionbased attentionbased model attentionbased architecture characterlevel attention attentionbased attention attributionbased susceptible adversarial wordlevel evasion
FiNCAT-2: An enhanced Financial Numeral Claim Analysis Tool,"(Ghosh & Naskar, 2022)",https://www.sciencedirect.com/science/article/pii/S2665963822000367,numeral developed numeral outofclaim numeral accessed outofclaim numeral numeral presented financial content numeral numeral necessarily inclaim numeral numeral consists
Open-answer question with regular expression templates and string completion hinting,"(Sychev, 2023)",https://www.sciencedirect.com/science/article/pii/S2665963823000763,question resistant student thinking stimulate student openanswer question programming language resistant guesswork programming openanswer student answer template
Questions for teaching phrase building with automatic feedback,"(Sychev, 2023)",https://www.sciencedirect.com/science/article/pii/S2665963822001452,language writing learning language feedback teaching language programming teaching english skill learning writing correct student automatic tokenizes student mastery teacher
Fumeus: A family of Python tools for text mining with smoke terms,"(Goldberg et al., 2022)",https://www.sciencedirect.com/science/article/pii/S2665963822000276,textual datasets datasets analysis datasets term analysis smoke term datasets complex dictionary rank class smoke sort datasets pythonbased smoke
TABASCO: A transformer based contextualization toolkit,"(Moharil & Sharma, 2023)",https://www.sciencedirect.com/science/article/abs/pii/S016764232300076X,ambiguity software corpus contextspecific nl software using nl ambiguous nl identifying ambiguity language nl sentence corpus nl text word occurrence
ShortMail: An email summarizer system,"(Kirmani, Kaur, & Mohd, 2023)",https://www.sciencedirect.com/science/article/pii/S2665963823000805,summarizing shortmail email summarizing summary email reading email summarize email email time emailing functionality shortmail email functionality shortmail propose shortmail
DFLER: Drone Flight Log Entity Recognizer to support forensic investigation on drone device,"(Silalahi, Ahmad, & Studiawan, 2023)",https://www.sciencedirect.com/science/article/pii/S2665963822001415,forensic report help forensic generates forensic forensic containing forensic forensic timeline constructed forensic forensic investigator specifically log complete forensic
AmbieGen: A search-based framework for autonomous systems testing,"(Humeniuk, Khomh, & Antoniol, 2023)",https://www.sciencedirect.com/science/article/abs/pii/S0167642323000722,autonomous ambiegen simulator search autonomous car car autonomous scenario simulator safetycritical autonomous robot drone modelintheloop testing generation autonomous drone essential
Connecting the dots in clinical document understanding with Relation Extraction at scale,"(Ul Haq, Kocaman, & Talby, 2022)",https://www.sciencedirect.com/science/article/pii/S2665963822000392,spark nlp nlp pipeline nlp library text mining mining framework entity recognition based spark ontology mapping single nlp relation extraction
QuITO: Numerical software for constrained nonlinear optimal control problems,"(Ganguly et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023002534,trajectory optimization control trajectory trajectory parameterization optimal control trajectory using based trajectory optimization solver optimization numerically trajectory constrained nonlinear
YADPF: A reusable deterministic dynamic programming implementation in MATLAB,"(Manurung, Kristiana, & Uddin, 2022)",https://www.sciencedirect.com/science/article/pii/S2352711022000152,dynamic programming use matlab matlab yadpf function programming algorithm matlab function yadpf package dynamic optimization optimal control package solve
Face.evoLVe: A cross-platform library for high-performance face analytics,"(Wang et al., 2022)",https://www.sciencedirect.com/science/article/abs/pii/S0925231222005057,face analytics faceevolve widely framework faceevolve face recognition faceevolvea comprehensive faceevolve specifically faceevolve faceevolve designed used faceevolve develop faceevolvea
Face recognition algorithm based on particle swarm optimization and image feature compensation,"(Zhang & Yan, 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023000018,face recognition recognition algorithm recognition proposed recognition rate implementation face recognition accuracy recognition modified rate face ifc face image feature
PyMAiVAR: An open-source Python suite for audio-image representation in human action recognition,"(Shaikh et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2665963823000817,audioimage representation representation audio audioimage audio data rich audioimage pymaivar versatile audio exploiting audio toolkit pymaivar
PocketFinderGNN: A manufacturing feature recognition software based on Graph Neural Networks (GNNs) using PyTorch Geometric and NetworkX,"(Betkier et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023001620,pocketfindergnn recognition tool recognition process pocketfindergnn manufacturing feature machining process machining generated cadcam cadcam cadcam graph accuracy manufacturing
HSEmotion: High-speed emotion recognition library,"(Savchenko, 2022)",https://www.sciencedirect.com/science/article/pii/S2665963822001178,emotion recognition classify emotion videobased emotion highspeed emotion model affective behavior facial emotion static affective behavior expression recognition facial photo
Data driven simulations of infectious diseases: Exploring facial recognition approach in predicting the infection severity,"(Soni & Brett, 2022)",https://www.sciencedirect.com/science/article/pii/S2352711022000474,simulating epidemic simulation epidemiological infection model modeling viral predict infection epidemic considers epidemic spreading model simulation modeling approach simulation
SoccER: Computer graphics meets sports analytics for soccer event recognition,"(Morra, Manigrasso, & Lamberti, 2020)",https://www.sciencedirect.com/science/article/pii/S2352711020303253,sport datasets soccer data soccer event soccer software sport event recognition soccer sport analytics event recognition image wearable event detection
uFTIR: An R package to process hyperspectral images of environmental samples captured with FTIR microscopes,"(Corradini et al., 2021)",https://www.sciencedirect.com/science/article/pii/S2352711021001321,microplastic recognition ftir hyperspectral uftir package analyze ftir hyperspectral image software package microplastics ecosystem ftir uftir recognition environmental
"Feature extraction, selection and classification code for power line scene recognition","(Yetgin & Gerek, 2018)",https://www.sciencedirect.com/science/article/pii/S2352711017300560,detection method issue aircraft classifier image image dct flight safety detection classification evaluation feature extraction classifier various classifier
Growth DataAn automatic solution for seedling growth analysis via RGB-Depth imaging sensors,"(Couasnet et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023002686,software seedling seedling growth plant imaging growth data seedling companion dicotyledon seedling seedling seedling stage sensor software type seedling
A YOLO-NL object detector for real-time detection,"(Zhou, 2024)",https://www.sciencedirect.com/science/article/abs/pii/S0957417423027586,object detector detection capability yolo object object detection yolo model detection finer detector look detection model enhance detection detector head
YOLO-PL: Helmet wearing detection algorithm based on improved YOLOv4,"(Li et al., 2024)",https://www.sciencedirect.com/science/article/abs/pii/S1051200423003780,helmet detection helmetwearing detection safety helmet existing helmetwearing helmetwearing detection head wearing helmet helmet area object detector helmet
Marine target detection for PPI images based on YOLO-SWFormer,"(Zhang et al., 2023)",https://www.sciencedirect.com/science/article/pii/S1110016823009006,detecting marine marine target target detection sea clutter solution marine detection accuracy field marine marine detection task existing detection
MobileOne-YOLO: Improving the YOLOv7 network for the detection of unfertilized duck eggs and early duck embryo development - a novel approach,"(Li et al., 2023)",https://www.sciencedirect.com/science/article/abs/pii/S0168169923007044,egg detected egg image duck egg unfertilized duck embryo egg based incubation egg incubated incubation process developed duck detection equipment
Defect signal intelligent recognition of weld radiographs based on YOLO V5-IMPROVEMENT,"(Xu et al., 2023)",https://www.sciencedirect.com/science/article/abs/pii/S1526612523005418,pipeline weld model weld pipeline cracking identification weld weld defect internal pipeline pipeline extracted weld weld ray weld radiograph
A wearable system for sign language recognition enabled by a convolutional neural network,"(Liu et al., 2023)",https://www.sciencedirect.com/science/article/abs/pii/S2211285523006043,sign language wearable sign recognition proposed recognition performance recognition practical sentence recognition cnn recognition language recognition word recognition recognition accuracy
Image set preparation: A platform to prepare a myoelectric signal to train a CNN,"(Sandoval-Espino et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023002054,electromyography convolutional electromyography performs surface electromyography electromyography signal electromyography cnn application application prosthetics using cnn training process performance classification
Fast-DENSER: Fast Deep Evolutionary Network Structured Representation,"(Assunção et al., 2021)",https://www.sciencedirect.com/science/article/pii/S235271102100039X,search cnns cnns code network cnns cnns fashionmnist automatic search artificial neural deep evolutionary cnns network structured neural network
MNEflow: Neural networks for EEG/MEG decoding and interpretation,"(Zubarev et al., 2022)",https://www.sciencedirect.com/science/article/pii/S2352711021001795,eeg magnetoencephalographic electroencephalograpic eeg eeg meg analysis eeg electroencephalograpic magnetoencephalographic meg multichannel electroencephalograpic model eegmeg eegmeg data meg data
XReport: An online structured reporting platform for radiologists,"(Harmouche et al., 2022)",https://www.sciencedirect.com/science/article/pii/S2352711022000115,reporting template structured reporting reporting radiology structure reporting templated radiology radiology dictation radiology provides report propose unified report template developed
Taming the Panda with Python: A powerful duo for seamless robotics programming and integration,"(Elsner, 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023002285,emika robotics emika robot robot capability robot concept robot amplifies robot sophisticated robotic robotics robot gained robotic
Stealth Centric Autonomous Robot Simulator (SCARS),"(Anderson et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2665963823000349,stealthcentered planning obstacle stealthassessment robot simulator benchmarking stealthcentered stealth centric stealthassessment stealthassessment observer stealth return stealth stealth metric
MultiVehicle Simulator (MVSim): Lightweight dynamics simulator for multiagents and mobile robotics research,"(Blanco-Claraco et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023001395,simulation simulator simulator multiple simulator autonomous vehicle simulation common vehicle robot simulator convenient running simulation mvsim simulator development application
SBMPO: Sampling Based Model Predictive Optimization for robot trajectory planning,"(Harper et al., 2021)",https://www.sciencedirect.com/science/article/pii/S2665963821000671,nonlinear mpc predictive control mpc nmpc motion planning mpc planning dynamic mpc problem traditional mpc control sbmpo planning
Deep-LfD: Deep robot learning from demonstrations,"(Ghalamzan E. et al., 2022)",https://www.sciencedirect.com/science/article/pii/S2665963821000312,deeplfd model learning robot lfd deeplfd approach deeplfd robot learning based deeplfd deeplfd deeplfd build learning demonstration model learns
ASS4HR  An Artificial Somatosensory System for a Humanoid Robot. The ROS package,"(Maniscalco et al., 2020)",https://www.sciencedirect.com/science/article/pii/S2352711019300536,robot design ass4hr design ro robot roboceptions robot implemented ass4hr robot characteristic robot operating allows robot robot humanoid robot
